,I,II,III
2497,-0.034,-0.044,-0.01
2498,-0.037,-0.046,-0.009
2499,-0.032,-0.044,-0.012
2500,-0.015,-0.04,-0.025
2501,-0.005,-0.04,-0.034
2502,-0.008,-0.041,-0.032
2503,-0.009,-0.038,-0.029
2504,-0.004,-0.035,-0.03
2505,-0.005,-0.035,-0.03
2506,-0.01,-0.035,-0.026
2507,-0.007,-0.032,-0.025
2508,-0.006,-0.029,-0.023
2509,-0.002,-0.03,-0.028
2510,0.015,-0.03,-0.045
2511,0.016,-0.026,-0.042
2512,0.015,-0.025,-0.039
2513,0.015,-0.025,-0.04
2514,0.015,-0.025,-0.04
2515,0.015,-0.025,-0.04
2516,0.019,-0.021,-0.04
2517,0.023,-0.017,-0.04
2518,0.027,-0.013,-0.04
2519,0.031,-0.009,-0.04
2520,0.035,-0.005,-0.04
2521,0.04,0.0,-0.041
2522,0.037,-0.001,-0.037
2523,0.053,0.003,-0.05
2524,0.078,0.012,-0.066
2525,0.075,0.015,-0.06
2526,0.078,0.019,-0.06
2527,0.083,0.023,-0.06
2528,0.088,0.028,-0.06
2529,0.09,0.03,-0.06
2530,0.095,0.035,-0.06
2531,0.125,0.065,-0.06
2532,0.13,0.07,-0.06
2533,0.123,0.063,-0.06
2534,0.126,0.066,-0.06
2535,0.125,0.065,-0.06
2536,0.121,0.061,-0.06
2537,0.151,0.09,-0.061
2538,0.166,0.108,-0.058
2539,0.152,0.097,-0.055
2540,0.155,0.1,-0.055
2541,0.188,0.133,-0.055
2542,0.202,0.147,-0.055
2543,0.198,0.143,-0.055
2544,0.203,0.148,-0.055
2545,0.22,0.165,-0.055
2546,0.225,0.17,-0.055
2547,0.225,0.17,-0.055
2548,0.227,0.172,-0.055
2549,0.239,0.184,-0.055
2550,0.255,0.2,-0.055
2551,0.248,0.194,-0.054
2552,0.239,0.181,-0.059
2553,0.261,0.202,-0.059
2554,0.297,0.243,-0.054
2555,0.305,0.255,-0.05
2556,0.294,0.248,-0.046
2557,0.281,0.239,-0.042
2558,0.269,0.231,-0.038
2559,0.257,0.223,-0.034
2560,0.25,0.22,-0.03
2561,0.268,0.242,-0.026
2562,0.294,0.269,-0.025
2563,0.297,0.272,-0.025
2564,0.282,0.257,-0.025
2565,0.275,0.25,-0.025
2566,0.268,0.243,-0.025
2567,0.253,0.231,-0.022
2568,0.24,0.22,-0.019
2569,0.234,0.213,-0.02
2570,0.225,0.205,-0.02
2571,0.209,0.189,-0.02
2572,0.193,0.173,-0.02
2573,0.177,0.157,-0.02
2574,0.162,0.142,-0.02
2575,0.15,0.13,-0.02
2576,0.138,0.118,-0.02
2577,0.125,0.105,-0.02
2578,0.116,0.096,-0.02
2579,0.107,0.087,-0.02
2580,0.095,0.075,-0.02
2581,0.083,0.063,-0.02
2582,0.074,0.054,-0.02
2583,0.066,0.046,-0.02
2584,0.059,0.039,-0.02
2585,0.055,0.035,-0.02
2586,0.051,0.031,-0.02
2587,0.044,0.024,-0.02
2588,0.037,0.017,-0.02
2589,0.034,0.014,-0.02
2590,0.03,0.01,-0.02
2591,0.022,0.002,-0.02
2592,0.014,-0.006,-0.02
2593,0.006,-0.014,-0.02
2594,-0.002,-0.022,-0.02
2595,-0.01,-0.03,-0.02
2596,-0.018,-0.038,-0.02
2597,-0.026,-0.046,-0.02
2598,-0.033,-0.052,-0.02
2599,-0.036,-0.056,-0.02
2600,-0.04,-0.06,-0.02
2601,-0.049,-0.064,-0.016
2602,-0.05,-0.065,-0.015
2603,-0.052,-0.067,-0.015
2604,-0.055,-0.071,-0.015
2605,-0.055,-0.07,-0.015
2606,-0.055,-0.066,-0.011
2607,-0.055,-0.065,-0.01
2608,-0.055,-0.065,-0.01
2609,-0.055,-0.065,-0.01
2610,-0.055,-0.065,-0.01
2611,-0.06,-0.065,-0.006
2612,-0.057,-0.062,-0.005
2613,-0.054,-0.06,-0.005
2614,-0.055,-0.06,-0.005
2615,-0.055,-0.06,-0.005
2616,-0.055,-0.061,-0.005
2617,-0.055,-0.057,-0.002
2618,-0.072,-0.072,0.001
2619,-0.092,-0.092,0.0
2620,-0.085,-0.085,0.0
2621,-0.084,-0.085,0.0
2622,-0.085,-0.082,0.003
2623,-0.085,-0.08,0.006
2624,-0.084,-0.079,0.005
2625,-0.08,-0.075,0.005
2626,-0.079,-0.075,0.005
2627,-0.083,-0.076,0.007
2628,-0.07,-0.071,-0.001
2629,-0.062,-0.082,-0.019
2630,-0.085,-0.115,-0.03
2631,-0.086,-0.112,-0.026
2632,-0.085,-0.109,-0.024
2633,-0.083,-0.109,-0.026
2634,-0.08,-0.104,-0.024
2635,-0.085,-0.105,-0.02
2636,-0.086,-0.105,-0.02
2637,-0.082,-0.102,-0.02
2638,-0.079,-0.099,-0.02
2639,-0.081,-0.1,-0.019
2640,-0.085,-0.1,-0.015
2641,-0.081,-0.096,-0.015
2642,-0.079,-0.094,-0.015
2643,-0.08,-0.096,-0.015
2644,-0.08,-0.094,-0.014
2645,-0.08,-0.09,-0.01
2646,-0.08,-0.09,-0.01
2647,-0.08,-0.091,-0.011
2648,-0.08,-0.088,-0.008
2649,-0.079,-0.084,-0.005
2650,-0.075,-0.08,-0.005
2651,-0.071,-0.076,-0.005
2652,-0.07,-0.075,-0.006
2653,-0.071,-0.074,-0.003
2654,-0.069,-0.069,0.0
2655,-0.065,-0.065,0.0
2656,-0.065,-0.065,0.0
2657,-0.063,-0.062,0.001
2658,-0.056,-0.058,-0.002
2659,-0.048,-0.054,-0.005
2660,-0.05,-0.055,-0.005
2661,-0.077,-0.082,-0.005
2662,-0.104,-0.109,-0.005
2663,-0.11,-0.115,-0.005
2664,-0.103,-0.109,-0.005
2665,-0.1,-0.105,-0.005
2666,-0.1,-0.101,-0.001
2667,-0.1,-0.1,0.0
2668,-0.098,-0.099,0.0
2669,-0.094,-0.094,0.0
2670,-0.09,-0.09,0.0
2671,-0.086,-0.09,-0.004
2672,-0.082,-0.088,-0.005
2673,-0.078,-0.082,-0.005
2674,-0.075,-0.08,-0.005
2675,-0.075,-0.08,-0.005
2676,-0.071,-0.076,-0.005
2677,-0.07,-0.075,-0.005
2678,-0.07,-0.075,-0.005
2679,-0.07,-0.075,-0.005
2680,-0.07,-0.075,-0.005
2681,-0.07,-0.075,-0.005
2682,-0.069,-0.075,-0.006
2683,-0.075,-0.075,0.0
2684,-0.088,-0.075,0.013
2685,-0.095,-0.075,0.02
2686,-0.091,-0.075,0.016
2687,-0.089,-0.075,0.014
2688,-0.091,-0.075,0.016
2689,-0.089,-0.075,0.014
2690,-0.085,-0.075,0.01
2691,-0.085,-0.075,0.01
2692,-0.086,-0.075,0.011
2693,-0.083,-0.075,0.008
2694,-0.08,-0.075,0.005
2695,-0.08,-0.075,0.005
2696,-0.08,-0.075,0.005
2697,-0.077,-0.075,0.002
2698,-0.074,-0.075,-0.001
2699,-0.075,-0.075,0.0
2700,-0.075,-0.075,0.0
2701,-0.071,-0.075,-0.004
2702,-0.069,-0.074,-0.006
2703,-0.072,-0.077,-0.004
2704,-0.075,-0.08,-0.006
2705,-0.07,-0.08,-0.01
2706,-0.07,-0.08,-0.01
2707,-0.071,-0.08,-0.009
2708,-0.066,-0.08,-0.014
2709,-0.059,-0.081,-0.022
2710,-0.06,-0.085,-0.025
2711,-0.057,-0.085,-0.029
2712,-0.051,-0.085,-0.034
2713,-0.052,-0.086,-0.033
2714,-0.054,-0.083,-0.029
2715,-0.055,-0.085,-0.03
2716,-0.085,-0.115,-0.03
2717,-0.087,-0.117,-0.031
2718,-0.078,-0.106,-0.028
2719,-0.08,-0.105,-0.025
2720,-0.075,-0.1,-0.025
2721,-0.067,-0.092,-0.025
2722,-0.062,-0.087,-0.026
2723,-0.058,-0.081,-0.023
2724,-0.064,-0.083,-0.02
2725,-0.08,-0.1,-0.02
2726,-0.077,-0.097,-0.02
2727,-0.074,-0.094,-0.02
2728,-0.075,-0.095,-0.02
2729,-0.076,-0.095,-0.019
2730,-0.08,-0.095,-0.015
2731,-0.08,-0.095,-0.015
2732,-0.08,-0.095,-0.015
2733,-0.08,-0.095,-0.015
2734,-0.081,-0.095,-0.014
2735,-0.085,-0.095,-0.01
2736,-0.085,-0.095,-0.01
2737,-0.085,-0.095,-0.01
2738,-0.085,-0.095,-0.01
2739,-0.085,-0.095,-0.01
2740,-0.085,-0.095,-0.01
2741,-0.081,-0.095,-0.014
2742,-0.08,-0.095,-0.015
2743,-0.08,-0.095,-0.015
2744,-0.08,-0.095,-0.015
2745,-0.08,-0.095,-0.015
2746,-0.08,-0.095,-0.015
2747,-0.077,-0.095,-0.018
2748,-0.075,-0.095,-0.021
2749,-0.075,-0.095,-0.02
2750,-0.075,-0.095,-0.02
2751,-0.076,-0.096,-0.02
2752,-0.072,-0.092,-0.02
2753,-0.085,-0.105,-0.02
2754,-0.101,-0.122,-0.021
2755,-0.09,-0.115,-0.025
2756,-0.085,-0.11,-0.025
2757,-0.085,-0.11,-0.025
2758,-0.083,-0.108,-0.025
2759,-0.079,-0.104,-0.025
2760,-0.075,-0.1,-0.025
2761,-0.068,-0.098,-0.029
2762,-0.086,-0.116,-0.03
2763,-0.096,-0.126,-0.03
2764,-0.089,-0.119,-0.03
2765,-0.09,-0.12,-0.03
2766,-0.091,-0.121,-0.03
2767,-0.086,-0.117,-0.031
2768,-0.086,-0.114,-0.028
2769,-0.091,-0.115,-0.025
2770,-0.09,-0.115,-0.025
2771,-0.086,-0.111,-0.025
2772,-0.084,-0.109,-0.025
2773,-0.086,-0.111,-0.025
2774,-0.084,-0.109,-0.025
2775,-0.08,-0.105,-0.025
2776,-0.079,-0.105,-0.025
2777,-0.084,-0.106,-0.022
2778,-0.084,-0.103,-0.019
2779,-0.079,-0.1,-0.02
2780,-0.08,-0.1,-0.02
2781,-0.081,-0.1,-0.02
2782,-0.077,-0.097,-0.02
2783,-0.074,-0.094,-0.02
2784,-0.075,-0.095,-0.02
2785,-0.075,-0.095,-0.02
2786,-0.075,-0.091,-0.016
2787,-0.075,-0.09,-0.015
2788,-0.075,-0.09,-0.015
2789,-0.075,-0.09,-0.015
2790,-0.075,-0.09,-0.015
2791,-0.072,-0.087,-0.015
2792,-0.094,-0.109,-0.015
2793,-0.106,-0.121,-0.015
2794,-0.1,-0.114,-0.014
2795,-0.1,-0.115,-0.015
2796,-0.084,-0.111,-0.027
2797,-0.071,-0.109,-0.038
2798,-0.072,-0.111,-0.039
2799,-0.075,-0.109,-0.034
2800,-0.07,-0.105,-0.035
2801,-0.07,-0.105,-0.035
2802,-0.067,-0.102,-0.035
2803,-0.064,-0.099,-0.035
2804,-0.065,-0.1,-0.035
2805,-0.065,-0.1,-0.035
2806,-0.061,-0.096,-0.035
2807,-0.06,-0.095,-0.035
2808,-0.058,-0.093,-0.035
2809,-0.055,-0.089,-0.035
2810,-0.055,-0.09,-0.035
2811,-0.055,-0.09,-0.035
2812,-0.055,-0.087,-0.032
2813,-0.055,-0.084,-0.029
2814,-0.055,-0.085,-0.03
2815,-0.055,-0.085,-0.03
2816,-0.051,-0.081,-0.03
2817,-0.046,-0.076,-0.03
2818,-0.045,-0.075,-0.03
2819,-0.044,-0.074,-0.03
2820,-0.04,-0.07,-0.03
2821,-0.04,-0.07,-0.03
2822,-0.038,-0.068,-0.03
2823,-0.033,-0.062,-0.03
2824,-0.03,-0.06,-0.03
2825,-0.03,-0.06,-0.03
2826,-0.034,-0.056,-0.022
2827,-0.039,-0.056,-0.016
2828,-0.037,-0.05,-0.013
2829,-0.028,-0.037,-0.009
2830,-0.025,-0.03,-0.005
2831,-0.021,-0.022,-0.001
2832,-0.018,-0.014,0.004
2833,-0.01,-0.006,0.004
2834,0.004,0.002,-0.001
2835,0.015,0.01,-0.005
2836,0.016,0.007,-0.009
2837,0.015,0.002,-0.013
2838,0.016,-0.001,-0.017
2839,0.014,-0.007,-0.021
2840,0.01,-0.01,-0.02
2841,0.017,0.006,-0.012
2842,0.026,0.019,-0.007
2843,0.033,0.032,-0.001
2844,0.043,0.049,0.006
2845,0.05,0.06,0.01
2846,0.035,0.053,0.018
2847,0.018,0.044,0.026
2848,0.017,0.036,0.019
2849,0.027,0.028,0.001
2850,0.03,0.02,-0.01
2851,0.034,0.012,-0.022
2852,0.04,0.007,-0.033
2853,0.051,0.001,-0.05
2854,0.054,-0.006,-0.06
2855,0.04,-0.01,-0.05
2856,0.031,-0.014,-0.045
2857,0.025,-0.018,-0.043
2858,0.014,-0.022,-0.036
2859,0.003,-0.026,-0.029
2860,-0.005,-0.03,-0.025
2861,-0.014,-0.034,-0.02
2862,-0.015,-0.038,-0.023
2863,-0.015,-0.041,-0.026
2864,-0.014,-0.038,-0.025
2865,-0.015,-0.04,-0.025
2866,-0.04,-0.069,-0.029
2867,-0.05,-0.081,-0.031
2868,-0.05,-0.08,-0.029
2869,-0.049,-0.08,-0.031
2870,-0.045,-0.08,-0.035
2871,-0.045,-0.08,-0.035
2872,-0.041,-0.079,-0.039
2873,-0.043,-0.082,-0.039
2874,-0.051,-0.085,-0.034
2875,-0.05,-0.085,-0.035
2876,-0.05,-0.085,-0.035
2877,-0.049,-0.085,-0.035
2878,-0.052,-0.085,-0.033
2879,-0.055,-0.084,-0.03
2880,-0.05,-0.08,-0.03
2881,-0.05,-0.08,-0.03
2882,-0.047,-0.077,-0.03
2883,-0.044,-0.075,-0.03
2884,-0.045,-0.074,-0.029
2885,-0.045,-0.07,-0.025
2886,-0.045,-0.07,-0.025
2887,-0.046,-0.071,-0.025
2888,-0.043,-0.068,-0.025
2889,-0.041,-0.065,-0.024
2890,-0.045,-0.065,-0.02
2891,-0.041,-0.061,-0.02
2892,-0.04,-0.06,-0.02
2893,-0.038,-0.058,-0.02
2894,-0.035,-0.054,-0.019
2895,-0.035,-0.055,-0.02
2896,-0.02,-0.058,-0.038
2897,0.0,-0.033,-0.034
2898,0.018,0.0,-0.018
2899,0.034,0.027,-0.007
2900,0.055,0.06,0.005
2901,0.088,0.1,0.012
2902,0.107,0.138,0.031
2903,0.144,0.204,0.06
2904,0.222,0.298,0.076
2905,0.315,0.39,0.075
2906,0.407,0.498,0.091
2907,0.531,0.637,0.106
2908,0.617,0.795,0.178
2909,0.664,0.963,0.299
2910,0.715,1.11,0.395
2911,0.688,1.169,0.481
2912,0.562,1.187,0.625
2913,0.434,1.203,0.769
2914,0.349,1.136,0.786
2915,0.24,0.915,0.675
2916,0.075,0.682,0.608
2917,-0.022,0.527,0.549
2918,-0.069,0.413,0.482
2919,-0.115,0.296,0.41
2920,-0.135,0.195,0.33
2921,-0.128,0.138,0.266
2922,-0.118,0.08,0.198
2923,-0.111,0.042,0.153
2924,-0.103,0.033,0.135
2925,-0.095,0.02,0.115
2926,-0.09,0.008,0.098
2927,-0.09,-0.004,0.086
2928,-0.089,-0.016,0.073
2929,-0.083,-0.027,0.056
2930,-0.075,-0.035,0.04
2931,-0.067,-0.043,0.024
2932,-0.061,-0.054,0.007
2933,-0.059,-0.064,-0.005
2934,-0.061,-0.072,-0.011
2935,-0.065,-0.08,-0.015
2936,-0.057,-0.076,-0.019
2937,-0.055,-0.075,-0.02
2938,-0.053,-0.073,-0.02
2939,-0.05,-0.07,-0.02
2940,-0.05,-0.07,-0.02
2941,-0.046,-0.066,-0.02
2942,-0.042,-0.065,-0.023
2943,-0.038,-0.063,-0.026
2944,-0.035,-0.06,-0.025
2945,-0.035,-0.06,-0.025
2946,-0.031,-0.056,-0.025
2947,-0.03,-0.055,-0.025
2948,-0.029,-0.053,-0.025
2949,-0.024,-0.05,-0.026
2950,-0.02,-0.05,-0.03
2951,-0.016,-0.046,-0.03
2952,-0.015,-0.045,-0.03
2953,-0.013,-0.043,-0.03
2954,-0.01,-0.04,-0.03
2955,-0.01,-0.04,-0.03
2956,-0.006,-0.04,-0.034
2957,-0.005,-0.04,-0.035
2958,-0.005,-0.04,-0.035
2959,-0.005,-0.04,-0.035
2960,-0.005,-0.04,-0.035
2961,-0.005,-0.04,-0.035
2962,-0.002,-0.037,-0.034
2963,0.002,-0.034,-0.037
2964,0.005,-0.035,-0.04
2965,0.005,-0.035,-0.04
2966,0.005,-0.035,-0.04
2967,0.005,-0.035,-0.04
2968,0.005,-0.035,-0.04
2969,0.005,-0.035,-0.04
2970,0.005,-0.035,-0.04
2971,0.009,-0.031,-0.04
2972,0.011,-0.03,-0.04
2973,0.009,-0.03,-0.04
2974,0.011,-0.03,-0.041
2975,0.015,-0.03,-0.045
2976,0.015,-0.03,-0.045
2977,0.015,-0.03,-0.045
2978,0.015,-0.03,-0.045
2979,0.015,-0.03,-0.045
2980,0.015,-0.03,-0.045
2981,0.023,-0.022,-0.045
2982,0.031,-0.014,-0.045
2983,0.039,-0.006,-0.045
2984,0.047,0.002,-0.045
2985,0.055,0.01,-0.045
2986,0.067,0.018,-0.049
2987,0.078,0.027,-0.05
2988,0.079,0.029,-0.05
2989,0.074,0.024,-0.05
2990,0.075,0.025,-0.05
2991,0.075,0.026,-0.05
2992,0.072,0.022,-0.05
2993,0.068,0.019,-0.049
2994,0.064,0.02,-0.044
2995,0.065,0.02,-0.045
2996,0.078,0.016,-0.062
2997,0.078,0.014,-0.064
2998,0.074,0.015,-0.059
2999,0.075,0.014,-0.06
3000,0.075,0.015,-0.06
3001,0.087,0.027,-0.06
3002,0.097,0.037,-0.061
3003,0.101,0.043,-0.058
3004,0.107,0.053,-0.055
3005,0.12,0.065,-0.055
3006,0.128,0.073,-0.055
3007,0.137,0.082,-0.055
3008,0.14,0.086,-0.054
3009,0.141,0.085,-0.057
3010,0.155,0.085,-0.07
3011,0.173,0.085,-0.088
3012,0.172,0.084,-0.088
3013,0.174,0.09,-0.084
3014,0.188,0.102,-0.085
3015,0.19,0.105,-0.085
3016,0.186,0.105,-0.081
3017,0.185,0.105,-0.079
3018,0.185,0.104,-0.081
3019,0.186,0.106,-0.079
3020,0.195,0.12,-0.075
3021,0.216,0.142,-0.075
3022,0.221,0.146,-0.076
3023,0.222,0.149,-0.073
3024,0.242,0.172,-0.07
3025,0.265,0.195,-0.07
3026,0.259,0.189,-0.07
3027,0.278,0.211,-0.067
3028,0.293,0.229,-0.064
3029,0.289,0.224,-0.065
3030,0.29,0.225,-0.065
3031,0.286,0.225,-0.061
3032,0.284,0.225,-0.059
3033,0.286,0.225,-0.061
3034,0.284,0.224,-0.059
3035,0.28,0.225,-0.055
3036,0.295,0.24,-0.055
3037,0.315,0.26,-0.055
3038,0.319,0.263,-0.055
3039,0.298,0.244,-0.054
3040,0.285,0.235,-0.05
3041,0.323,0.277,-0.046
3042,0.326,0.281,-0.045
3043,0.308,0.264,-0.044
3044,0.296,0.258,-0.039
3045,0.28,0.245,-0.035
3046,0.272,0.237,-0.035
3047,0.258,0.226,-0.032
3048,0.244,0.216,-0.028
3049,0.231,0.207,-0.024
3050,0.215,0.195,-0.02
3051,0.207,0.187,-0.02
3052,0.193,0.176,-0.018
3053,0.178,0.166,-0.012
3054,0.167,0.157,-0.01
3055,0.155,0.145,-0.01
3056,0.144,0.137,-0.006
3057,0.125,0.124,-0.002
3058,0.106,0.107,0.001
3059,0.092,0.091,-0.001
3060,0.08,0.075,-0.005
3061,0.072,0.062,-0.01
3062,0.064,0.056,-0.008
3063,0.056,0.053,-0.003
3064,0.048,0.049,0.001
3065,0.04,0.045,0.005
3066,0.032,0.041,0.009
3067,0.023,0.036,0.013
3068,0.02,0.035,0.016
3069,0.019,0.034,0.014
3070,0.015,0.025,0.01
3071,0.016,0.021,0.006
3072,0.009,0.014,0.005
3073,0.005,0.008,0.003
3074,0.004,0.003,0.0
3075,-0.005,-0.005,0.0
3076,-0.005,-0.009,-0.004
3077,-0.007,-0.016,-0.009
3078,-0.014,-0.024,-0.01
3079,-0.021,-0.032,-0.011
3080,-0.025,-0.04,-0.015
3081,-0.033,-0.048,-0.015
3082,-0.036,-0.056,-0.02
3083,-0.033,-0.063,-0.03
3084,-0.03,-0.064,-0.035
3085,-0.03,-0.06,-0.03
3086,-0.03,-0.06,-0.03
3087,-0.03,-0.06,-0.03
3088,-0.03,-0.06,-0.03
3089,-0.031,-0.06,-0.029
3090,-0.035,-0.06,-0.025
3091,-0.035,-0.06,-0.025
3092,-0.035,-0.06,-0.025
3093,-0.035,-0.06,-0.025
3094,-0.035,-0.06,-0.025
3095,-0.035,-0.06,-0.025
3096,-0.039,-0.06,-0.021
3097,-0.041,-0.061,-0.02
3098,-0.038,-0.058,-0.02
3099,-0.034,-0.055,-0.02
3100,-0.035,-0.055,-0.02
3101,-0.039,-0.055,-0.016
3102,-0.04,-0.055,-0.015
3103,-0.04,-0.055,-0.015
3104,-0.04,-0.055,-0.015
3105,-0.04,-0.055,-0.015
3106,-0.04,-0.055,-0.015
3107,-0.043,-0.055,-0.012
3108,-0.047,-0.055,-0.007
3109,-0.05,-0.055,-0.005
3110,-0.05,-0.055,-0.005
3111,-0.052,-0.054,-0.001
3112,-0.068,-0.065,0.003
3113,-0.075,-0.07,0.006
3114,-0.069,-0.064,0.004
3115,-0.065,-0.065,0.0
3116,-0.06,-0.061,-0.001
3117,-0.068,-0.059,0.008
3118,-0.081,-0.061,0.021
3119,-0.084,-0.059,0.025
3120,-0.075,-0.055,0.02
3121,-0.074,-0.055,0.02
3122,-0.076,-0.056,0.02
3123,-0.073,-0.053,0.02
3124,-0.07,-0.05,0.02
3125,-0.07,-0.05,0.02
3126,-0.07,-0.05,0.02
3127,-0.067,-0.047,0.021
3128,-0.062,-0.044,0.018
3129,-0.06,-0.045,0.015
3130,-0.06,-0.045,0.015
3131,-0.056,-0.041,0.015
3132,-0.054,-0.039,0.015
3133,-0.056,-0.041,0.015
3134,-0.054,-0.039,0.015
3135,-0.05,-0.035,0.015
3136,-0.05,-0.035,0.015
3137,-0.048,-0.036,0.012
3138,-0.043,-0.033,0.009
3139,-0.04,-0.03,0.01
3140,-0.04,-0.03,0.01
3141,-0.04,-0.03,0.01
3142,-0.04,-0.03,0.01
3143,-0.04,-0.03,0.01
3144,-0.039,-0.029,0.01
3145,-0.04,-0.03,0.01
3146,-0.057,-0.047,0.01
3147,-0.059,-0.049,0.01
3148,-0.054,-0.044,0.01
3149,-0.056,-0.045,0.01
3150,-0.055,-0.045,0.01
3151,-0.052,-0.045,0.007
3152,-0.075,-0.046,0.029
3153,-0.085,-0.043,0.042
3154,-0.073,-0.04,0.033
3155,-0.07,-0.04,0.03
3156,-0.066,-0.04,0.026
3157,-0.062,-0.04,0.022
3158,-0.058,-0.04,0.018
3159,-0.054,-0.04,0.014
3160,-0.05,-0.04,0.01
3161,-0.05,-0.036,0.014
3162,-0.05,-0.035,0.015
3163,-0.05,-0.035,0.015
3164,-0.05,-0.035,0.015
3165,-0.05,-0.035,0.015
3166,-0.055,-0.035,0.019
3167,-0.052,-0.032,0.02
3168,-0.049,-0.029,0.02
3169,-0.05,-0.03,0.02
3170,-0.05,-0.03,0.02
3171,-0.05,-0.03,0.02
3172,-0.053,-0.03,0.023
3173,-0.055,-0.03,0.026
3174,-0.056,-0.031,0.025
3175,-0.06,-0.035,0.025
3176,-0.06,-0.035,0.025
3177,-0.06,-0.035,0.026
3178,-0.058,-0.035,0.023
3179,-0.055,-0.035,0.02
3180,-0.055,-0.035,0.02
3181,-0.053,-0.033,0.02
3182,-0.071,-0.051,0.02
3183,-0.081,-0.061,0.02
3184,-0.073,-0.054,0.019
3185,-0.07,-0.055,0.015
3186,-0.07,-0.055,0.015
3187,-0.07,-0.055,0.015
3188,-0.07,-0.055,0.015
3189,-0.07,-0.055,0.015
3190,-0.07,-0.055,0.015
3191,-0.07,-0.055,0.015
3192,-0.067,-0.055,0.012
3193,-0.065,-0.056,0.009
3194,-0.064,-0.054,0.01
3195,-0.065,-0.055,0.01
3196,-0.089,-0.08,0.01
3197,-0.101,-0.091,0.011
3198,-0.098,-0.09,0.008
3199,-0.095,-0.09,0.005
3200,-0.095,-0.09,0.005
3201,-0.095,-0.09,0.005
3202,-0.095,-0.09,0.005
3203,-0.095,-0.09,0.005
3204,-0.095,-0.09,0.005
3205,-0.095,-0.09,0.005
3206,-0.084,-0.09,-0.006
3207,-0.069,-0.09,-0.021
3208,-0.066,-0.09,-0.024
3209,-0.071,-0.09,-0.019
3210,-0.07,-0.09,-0.02
3211,-0.07,-0.09,-0.02
3212,-0.07,-0.09,-0.02
3213,-0.07,-0.09,-0.02
3214,-0.071,-0.09,-0.019
3215,-0.075,-0.09,-0.015
3216,-0.075,-0.09,-0.015
3217,-0.076,-0.091,-0.015
3218,-0.073,-0.088,-0.015
3219,-0.079,-0.094,-0.015
3220,-0.1,-0.115,-0.015
3221,-0.097,-0.112,-0.015
3222,-0.095,-0.106,-0.012
3223,-0.093,-0.103,-0.009
3224,-0.09,-0.1,-0.01
3225,-0.09,-0.1,-0.01
3226,-0.086,-0.096,-0.01
3227,-0.081,-0.091,-0.011
3228,-0.082,-0.09,-0.008
3229,-0.085,-0.089,-0.005
3230,-0.08,-0.085,-0.005
3231,-0.076,-0.081,-0.005
3232,-0.074,-0.079,-0.005
3233,-0.077,-0.082,-0.005
3234,-0.081,-0.085,-0.005
3235,-0.08,-0.085,-0.005
3236,-0.076,-0.085,-0.009
3237,-0.075,-0.085,-0.01
3238,-0.075,-0.085,-0.01
3239,-0.076,-0.086,-0.01
3240,-0.08,-0.09,-0.01
3241,-0.08,-0.09,-0.01
3242,-0.081,-0.09,-0.009
3243,-0.075,-0.09,-0.015
3244,-0.062,-0.09,-0.028
3245,-0.055,-0.09,-0.035
3246,-0.055,-0.086,-0.031
3247,-0.055,-0.085,-0.029
3248,-0.055,-0.085,-0.031
3249,-0.056,-0.085,-0.029
3250,-0.06,-0.085,-0.025
3251,-0.06,-0.085,-0.025
3252,-0.06,-0.085,-0.025
3253,-0.06,-0.085,-0.025
3254,-0.06,-0.084,-0.024
3255,-0.06,-0.08,-0.02
3256,-0.06,-0.08,-0.02
3257,-0.059,-0.08,-0.021
3258,-0.062,-0.08,-0.018
3259,-0.065,-0.08,-0.015
3260,-0.065,-0.08,-0.015
3261,-0.065,-0.08,-0.015
3262,-0.065,-0.081,-0.016
3263,-0.065,-0.078,-0.013
3264,-0.065,-0.075,-0.01
3265,-0.065,-0.075,-0.01
3266,-0.065,-0.075,-0.01
3267,-0.064,-0.075,-0.011
3268,-0.067,-0.075,-0.008
3269,-0.07,-0.075,-0.005
3270,-0.07,-0.075,-0.005
3271,-0.07,-0.075,-0.005
3272,-0.07,-0.075,-0.005
3273,-0.07,-0.076,-0.005
3274,-0.07,-0.074,-0.004
3275,-0.075,-0.075,0.0
3276,-0.097,-0.096,0.0
3277,-0.099,-0.099,0.0
3278,-0.094,-0.094,0.0
3279,-0.095,-0.094,0.0
3280,-0.09,-0.09,0.0
3281,-0.086,-0.09,-0.004
3282,-0.082,-0.087,-0.005
3283,-0.062,-0.085,-0.023
3284,-0.043,-0.084,-0.041
3285,-0.05,-0.08,-0.03
3286,-0.055,-0.08,-0.025
3287,-0.055,-0.077,-0.022
3288,-0.057,-0.075,-0.018
3289,-0.06,-0.074,-0.014
3290,-0.06,-0.07,-0.01
3291,-0.064,-0.07,-0.006
3292,-0.066,-0.068,-0.002
3293,-0.063,-0.062,0.0
3294,-0.069,-0.07,0.0
3295,-0.09,-0.09,0.0
3296,-0.083,-0.083,0.0
3297,-0.073,-0.073,0.0
3298,-0.066,-0.066,0.0
3299,-0.059,-0.059,0.0
3300,-0.055,-0.055,0.0
3301,-0.051,-0.051,0.0
3302,-0.047,-0.047,0.0
3303,-0.043,-0.043,0.0
3304,-0.039,-0.039,-0.001
3305,-0.03,-0.035,-0.005
3306,-0.018,-0.027,-0.009
3307,-0.008,-0.021,-0.013
3308,-0.002,-0.019,-0.017
3309,0.008,-0.013,-0.021
